respondent_id,gender,age_group,household_size,region,province,district,survey_date,year,month,school_attendance,health_service_access,clean_water_access,food_security_status,response_complete,missing_fields_count
R0234,Female,50+,6,Central Highlands,South Ridge,District C,2024-03-03,2024,Mar,Yes,No,Yes,Insecure,True,0
R0235,Male,18-24,8,Central Highlands,South Ridge,District B,2024-01-07,2024,Jan,No,No,No,Secure,False,2
R0236,Male,18-24,1,Central Highlands,North Valley,District B,2024-04-05,2024,Apr,Yes,Yes,Yes,Secure,True,0
R0237,Female,35-49,3,Central Highlands,East Plains,District A,2024-02-29,2024,Feb,No,Yes,Yes,Secure,True,0
R0238,Female,18-24,3,Central Highlands,East Plains,District A,2024-02-10,2024,Feb,Yes,No,Yes,Secure,False,1
R0239,Male,35-49,10,Central Highlands,South Ridge,District A,2024-02-27,2024,Feb,Yes,Yes,No,Secure,False,1
R0240,Female,50+,4,Central Highlands,South Ridge,District A,2024-04-03,2024,Apr,Yes,Yes,No,Insecure,True,0
R0241,Male,50+,5,Central Highlands,East Plains,District A,2024-03-08,2024,Mar,Yes,Yes,Yes,Secure,True,0
R0242,Male,35-49,2,Central Highlands,South Ridge,District C,2024-04-17,2024,Apr,Yes,No,Yes,Secure,True,0
R0243,Female,50+,5,Central Highlands,North Valley,District C,2024-03-27,2024,Mar,Yes,Yes,Yes,Insecure,False,1
R0244,Female,18-24,10,Central Highlands,North Valley,District C,2024-02-01,2024,Feb,Yes,Yes,No,Insecure,False,2
R0245,Male,18-24,5,Central Highlands,East Plains,District C,2024-04-04,2024,Apr,No,No,Yes,Insecure,False,1
R0246,Male,25-34,1,Central Highlands,East Plains,District C,2024-01-08,2024,Jan,Yes,Yes,Yes,Insecure,True,0
R0247,Male,35-49,2,Central Highlands,South Ridge,District A,2024-01-14,2024,Jan,No,No,Yes,Secure,False,3
R0248,Female,35-49,5,Central Highlands,South Ridge,District B,2024-02-17,2024,Feb,Yes,Yes,No,Secure,False,3
R0249,Male,50+,8,Central Highlands,North Valley,District C,2024-03-28,2024,Mar,No,No,No,Insecure,True,0
R0250,Female,35-49,7,Central Highlands,South Ridge,District C,2024-01-15,2024,Jan,No,No,Yes,Secure,True,0
R0251,Female,18-24,10,Central Highlands,North Valley,District C,2024-03-01,2024,Mar,Yes,Yes,No,Secure,True,0
R0252,Male,35-49,7,Central Highlands,North Valley,District A,2024-02-08,2024,Feb,No,Yes,Yes,Insecure,True,0
R0253,Female,25-34,2,Central Highlands,East Plains,District A,2024-03-28,2024,Mar,Yes,Yes,No,Secure,True,0
R0254,Male,25-34,4,Central Highlands,North Valley,District C,2024-03-04,2024,Mar,Yes,Yes,No,Insecure,True,0
R0255,Male,25-34,9,Central Highlands,South Ridge,District A,2024-03-09,2024,Mar,Yes,Yes,No,Insecure,True,0
R0256,Female,25-34,5,Central Highlands,South Ridge,District B,2024-03-23,2024,Mar,No,Yes,Yes,Secure,False,2
R0257,Female,25-34,2,Central Highlands,East Plains,District C,2024-03-04,2024,Mar,Yes,Yes,No,Insecure,False,3
R0258,Male,25-34,4,Central Highlands,East Plains,District B,2024-01-13,2024,Jan,No,No,Yes,Insecure,True,0
R0259,Male,50+,7,Central Highlands,South Ridge,District A,2024-02-28,2024,Feb,No,Yes,Yes,Secure,True,0
R0260,Female,50+,1,Central Highlands,North Valley,District B,2024-02-12,2024,Feb,Yes,No,No,Secure,False,1
R0261,Female,18-24,4,Central Highlands,South Ridge,District B,2024-03-12,2024,Mar,Yes,Yes,Yes,Secure,False,2
R0262,Female,35-49,1,Central Highlands,South Ridge,District C,2024-01-19,2024,Jan,No,Yes,Yes,Secure,False,3
R0263,Female,25-34,3,Central Highlands,East Plains,District B,2024-04-15,2024,Apr,Yes,No,No,Secure,True,0
R0264,Male,18-24,8,Central Highlands,South Ridge,District C,2024-01-27,2024,Jan,No,No,Yes,Secure,False,3
R0265,Male,25-34,2,Central Highlands,South Ridge,District A,2024-03-18,2024,Mar,No,Yes,No,Insecure,False,3
R0266,Female,35-49,8,Central Highlands,East Plains,District B,2024-04-12,2024,Apr,Yes,No,No,Secure,False,3
R0267,Female,35-49,7,Central Highlands,South Ridge,District A,2024-01-05,2024,Jan,No,No,No,Insecure,True,0
R0268,Female,25-34,3,Central Highlands,East Plains,District A,2024-03-29,2024,Mar,Yes,Yes,Yes,Insecure,False,3
R0269,Female,50+,6,Central Highlands,East Plains,District A,2024-01-20,2024,Jan,No,Yes,No,Secure,False,1
R0270,Male,18-24,10,Central Highlands,North Valley,District C,2024-01-20,2024,Jan,No,Yes,Yes,Insecure,False,1
R0271,Female,50+,9,Central Highlands,East Plains,District B,2024-03-25,2024,Mar,Yes,Yes,Yes,Secure,False,2
R0272,Male,50+,8,Central Highlands,East Plains,District C,2024-04-17,2024,Apr,No,No,Yes,Secure,False,1
R0273,Male,18-24,8,Central Highlands,North Valley,District C,2024-03-30,2024,Mar,Yes,Yes,Yes,Insecure,False,1
R0274,Male,50+,1,Central Highlands,South Ridge,District C,2024-02-16,2024,Feb,No,No,No,Insecure,False,2
R0275,Female,18-24,2,Central Highlands,North Valley,District A,2024-04-14,2024,Apr,Yes,No,Yes,Secure,True,0
R0276,Male,18-24,7,Central Highlands,South Ridge,District C,2024-03-08,2024,Mar,No,Yes,No,Insecure,True,0
R0277,Female,35-49,3,Central Highlands,South Ridge,District A,2024-01-22,2024,Jan,Yes,No,Yes,Insecure,False,2
R0278,Female,18-24,6,Central Highlands,North Valley,District B,2024-02-03,2024,Feb,No,Yes,No,Insecure,False,3
R0279,Male,25-34,3,Central Highlands,South Ridge,District C,2024-01-16,2024,Jan,No,No,No,Secure,False,2
R0280,Male,50+,9,Central Highlands,North Valley,District A,2024-03-03,2024,Mar,No,Yes,No,Insecure,False,2
R0281,Female,35-49,4,Central Highlands,East Plains,District A,2024-04-15,2024,Apr,No,Yes,Yes,Insecure,False,2
R0282,Female,50+,9,Central Highlands,East Plains,District C,2024-04-09,2024,Apr,Yes,No,Yes,Insecure,False,1
R0283,Female,35-49,9,Central Highlands,South Ridge,District C,2024-02-23,2024,Feb,Yes,Yes,Yes,Secure,True,0
R0284,Male,25-34,10,Central Highlands,North Valley,District B,2024-04-24,2024,Apr,No,No,Yes,Secure,False,3
R0285,Male,18-24,1,Central Highlands,North Valley,District A,2024-03-19,2024,Mar,No,No,Yes,Insecure,True,0
R0286,Female,50+,3,Central Highlands,South Ridge,District A,2024-04-03,2024,Apr,No,Yes,No,Secure,False,3
R0287,Male,25-34,4,Central Highlands,East Plains,District B,2024-02-11,2024,Feb,Yes,No,Yes,Insecure,False,3
R0288,Female,25-34,8,Central Highlands,South Ridge,District B,2024-02-17,2024,Feb,Yes,Yes,No,Secure,False,1
R0289,Female,18-24,6,Central Highlands,South Ridge,District B,2024-01-07,2024,Jan,Yes,Yes,Yes,Secure,False,2
R0290,Male,35-49,4,Central Highlands,South Ridge,District A,2024-03-23,2024,Mar,No,Yes,No,Insecure,True,0
R0291,Male,18-24,6,Central Highlands,South Ridge,District A,2024-03-11,2024,Mar,Yes,Yes,No,Secure,True,0
R0292,Female,35-49,6,Central Highlands,East Plains,District C,2024-03-10,2024,Mar,No,No,Yes,Secure,False,2
R0293,Female,18-24,5,Central Highlands,South Ridge,District C,2024-02-04,2024,Feb,Yes,No,No,Insecure,False,2
R0294,Female,18-24,10,Central Highlands,South Ridge,District B,2024-04-13,2024,Apr,Yes,No,No,Insecure,False,1
R0295,Male,35-49,8,Central Highlands,East Plains,District B,2024-02-15,2024,Feb,Yes,No,No,Insecure,True,0
R0296,Female,50+,1,Central Highlands,East Plains,District A,2024-01-25,2024,Jan,No,Yes,No,Secure,False,1
R0297,Female,18-24,1,Central Highlands,East Plains,District A,2024-02-12,2024,Feb,Yes,Yes,No,Secure,False,3
R0298,Male,50+,8,Central Highlands,South Ridge,District B,2024-04-02,2024,Apr,No,Yes,No,Insecure,False,2
R0299,Female,35-49,2,Central Highlands,South Ridge,District A,2024-02-24,2024,Feb,Yes,No,Yes,Secure,False,1
R0300,Male,18-24,10,Central Highlands,North Valley,District B,2024-02-04,2024,Feb,No,Yes,Yes,Secure,False,2
R0301,Female,50+,10,Central Highlands,South Ridge,District B,2024-01-05,2024,Jan,Yes,Yes,Yes,Secure,True,0
R0302,Male,50+,9,Central Highlands,North Valley,District A,2024-03-18,2024,Mar,Yes,No,No,Insecure,True,0
R0303,Male,35-49,10,Central Highlands,South Ridge,District C,2024-04-23,2024,Apr,Yes,No,No,Insecure,True,0
R0304,Male,25-34,8,Central Highlands,North Valley,District B,2024-02-05,2024,Feb,Yes,Yes,Yes,Secure,True,0
R0305,Male,35-49,5,Central Highlands,East Plains,District A,2024-03-01,2024,Mar,Yes,No,No,Insecure,True,0
R0306,Female,25-34,9,Central Highlands,East Plains,District A,2024-01-17,2024,Jan,Yes,Yes,No,Secure,False,1
R0307,Female,25-34,9,Central Highlands,South Ridge,District C,2024-01-01,2024,Jan,Yes,No,No,Secure,False,2
R0308,Male,35-49,5,Central Highlands,South Ridge,District C,2024-03-22,2024,Mar,Yes,No,Yes,Secure,True,0
R0309,Female,25-34,1,Central Highlands,East Plains,District C,2024-03-27,2024,Mar,No,Yes,No,Insecure,True,0
R0310,Male,50+,10,Central Highlands,South Ridge,District C,2024-03-01,2024,Mar,No,No,No,Secure,True,0
R0311,Male,35-49,8,Central Highlands,East Plains,District A,2024-02-28,2024,Feb,No,Yes,No,Insecure,False,1
R0312,Male,25-34,5,Central Highlands,South Ridge,District C,2024-02-10,2024,Feb,Yes,Yes,Yes,Secure,False,3
R0313,Male,18-24,4,Central Highlands,South Ridge,District B,2024-04-16,2024,Apr,No,No,No,Insecure,False,3
R0314,Male,18-24,10,Central Highlands,North Valley,District A,2024-03-30,2024,Mar,No,No,Yes,Secure,True,0
R0315,Female,18-24,8,Central Highlands,South Ridge,District C,2024-04-20,2024,Apr,Yes,No,Yes,Secure,False,1
R0316,Female,18-24,10,Central Highlands,East Plains,District B,2024-03-31,2024,Mar,Yes,Yes,No,Secure,False,2
R0317,Male,35-49,6,Central Highlands,North Valley,District B,2024-03-13,2024,Mar,No,Yes,No,Secure,False,1
R0318,Female,18-24,3,Central Highlands,East Plains,District B,2024-02-24,2024,Feb,Yes,No,Yes,Insecure,False,2
R0319,Female,18-24,6,Central Highlands,South Ridge,District A,2024-01-18,2024,Jan,Yes,No,Yes,Secure,True,0
R0320,Female,50+,10,Central Highlands,North Valley,District A,2024-01-22,2024,Jan,No,No,No,Secure,False,3
R0321,Male,18-24,5,Central Highlands,South Ridge,District A,2024-01-01,2024,Jan,No,Yes,No,Secure,False,3
R0322,Female,35-49,6,Central Highlands,East Plains,District B,2024-04-27,2024,Apr,No,Yes,Yes,Secure,True,0
R0323,Male,25-34,3,Central Highlands,South Ridge,District C,2024-03-18,2024,Mar,No,Yes,Yes,Insecure,False,3
R0324,Male,25-34,9,Central Highlands,North Valley,District A,2024-02-26,2024,Feb,No,No,No,Insecure,True,0
R0325,Male,18-24,1,Central Highlands,South Ridge,District A,2024-01-25,2024,Jan,Yes,No,Yes,Secure,True,0
R0326,Male,35-49,2,Central Highlands,South Ridge,District C,2024-03-07,2024,Mar,No,No,No,Secure,True,0
R0327,Male,25-34,2,Central Highlands,North Valley,District A,2024-04-23,2024,Apr,No,No,No,Secure,True,0
R0328,Male,50+,9,Central Highlands,South Ridge,District C,2024-01-21,2024,Jan,Yes,No,Yes,Insecure,False,2
R0329,Female,50+,6,Central Highlands,North Valley,District A,2024-03-23,2024,Mar,Yes,No,No,Secure,False,1
R0330,Male,18-24,2,Central Highlands,South Ridge,District C,2024-01-23,2024,Jan,Yes,No,No,Secure,False,2
R0331,Female,35-49,10,Central Highlands,South Ridge,District B,2024-04-17,2024,Apr,Yes,No,Yes,Secure,True,0
R0332,Male,18-24,7,Central Highlands,North Valley,District C,2024-03-31,2024,Mar,No,No,Yes,Secure,True,0
R0333,Male,18-24,6,Central Highlands,South Ridge,District B,2024-02-19,2024,Feb,No,Yes,No,Insecure,False,3
R0334,Male,18-24,6,Central Highlands,South Ridge,District A,2024-02-27,2024,Feb,Yes,No,No,Secure,False,1
R0335,Male,25-34,8,Central Highlands,South Ridge,District C,2024-01-10,2024,Jan,Yes,No,Yes,Insecure,False,2
R0336,Male,25-34,6,Central Highlands,South Ridge,District A,2024-04-26,2024,Apr,Yes,Yes,Yes,Secure,True,0
R0337,Male,25-34,3,Central Highlands,East Plains,District B,2024-04-24,2024,Apr,Yes,No,Yes,Insecure,False,3
R0338,Male,35-49,4,Central Highlands,East Plains,District C,2024-03-04,2024,Mar,No,Yes,Yes,Secure,True,0
R0339,Female,50+,10,Central Highlands,East Plains,District B,2024-04-22,2024,Apr,No,Yes,Yes,Insecure,False,1
R0340,Male,35-49,4,Central Highlands,North Valley,District A,2024-04-18,2024,Apr,Yes,No,No,Insecure,False,1
R0341,Male,18-24,3,Central Highlands,South Ridge,District A,2024-03-16,2024,Mar,Yes,Yes,Yes,Insecure,False,3
R0342,Female,35-49,5,Central Highlands,North Valley,District C,2024-03-05,2024,Mar,No,No,No,Secure,True,0
R0343,Male,18-24,7,Central Highlands,East Plains,District A,2024-02-03,2024,Feb,No,No,No,Insecure,False,3
R0344,Female,50+,10,Central Highlands,South Ridge,District C,2024-01-12,2024,Jan,Yes,Yes,Yes,Insecure,True,0
R0345,Female,18-24,10,Central Highlands,East Plains,District C,2024-03-13,2024,Mar,No,No,Yes,Secure,True,0
R0346,Male,18-24,8,Central Highlands,South Ridge,District A,2024-01-29,2024,Jan,Yes,Yes,No,Insecure,True,0
R0347,Female,50+,2,Central Highlands,North Valley,District C,2024-02-22,2024,Feb,No,Yes,Yes,Insecure,False,2
R0348,Male,25-34,6,Central Highlands,East Plains,District B,2024-01-31,2024,Jan,No,No,No,Insecure,False,3
R0349,Female,25-34,4,Central Highlands,East Plains,District A,2024-03-11,2024,Mar,No,Yes,Yes,Secure,True,0
R0350,Male,35-49,10,Central Highlands,South Ridge,District B,2024-03-17,2024,Mar,Yes,Yes,Yes,Insecure,False,2
R0351,Female,35-49,8,Central Highlands,South Ridge,District C,2024-01-12,2024,Jan,Yes,No,No,Secure,True,0
R0352,Male,18-24,6,Central Highlands,South Ridge,District C,2024-03-23,2024,Mar,Yes,No,Yes,Insecure,True,0
R0353,Female,25-34,10,Central Highlands,East Plains,District B,2024-04-18,2024,Apr,No,No,No,Secure,False,3
R0354,Female,35-49,2,Central Highlands,East Plains,District A,2024-03-23,2024,Mar,No,Yes,No,Insecure,False,3
R0355,Female,18-24,1,Central Highlands,South Ridge,District B,2024-03-06,2024,Mar,Yes,Yes,No,Insecure,True,0
R0356,Male,50+,9,Central Highlands,North Valley,District B,2024-02-03,2024,Feb,No,No,No,Insecure,False,2
R0357,Male,25-34,8,Central Highlands,North Valley,District B,2024-04-14,2024,Apr,Yes,Yes,Yes,Insecure,False,2
R0358,Female,18-24,8,Central Highlands,South Ridge,District B,2024-02-11,2024,Feb,Yes,No,Yes,Secure,True,0
R0359,Male,50+,7,Central Highlands,South Ridge,District B,2024-02-26,2024,Feb,Yes,Yes,Yes,Secure,False,2
R0360,Male,50+,6,Central Highlands,North Valley,District C,2024-02-15,2024,Feb,No,Yes,Yes,Secure,False,2
R0361,Female,18-24,2,Central Highlands,East Plains,District B,2024-02-12,2024,Feb,Yes,No,No,Secure,True,0
R0362,Female,50+,2,Central Highlands,North Valley,District C,2024-04-28,2024,Apr,Yes,No,Yes,Insecure,False,1
R0363,Male,50+,9,Central Highlands,North Valley,District C,2024-02-15,2024,Feb,No,Yes,No,Insecure,False,1
R0364,Female,35-49,4,Central Highlands,South Ridge,District B,2024-02-14,2024,Feb,No,Yes,No,Secure,False,2
R0365,Female,50+,1,Central Highlands,East Plains,District A,2024-03-22,2024,Mar,Yes,No,No,Secure,False,3
R0366,Female,25-34,1,Central Highlands,South Ridge,District B,2024-04-20,2024,Apr,Yes,Yes,No,Secure,True,0
R0367,Female,35-49,10,Central Highlands,East Plains,District C,2024-01-27,2024,Jan,No,No,No,Insecure,False,1
R0368,Female,35-49,4,Central Highlands,South Ridge,District A,2024-01-19,2024,Jan,No,Yes,No,Secure,True,0
R0369,Female,50+,9,Central Highlands,South Ridge,District C,2024-03-22,2024,Mar,Yes,No,No,Insecure,False,1
R0370,Female,50+,1,Central Highlands,East Plains,District C,2024-02-08,2024,Feb,Yes,Yes,Yes,Insecure,False,3
R0371,Male,35-49,2,Central Highlands,North Valley,District A,2024-04-15,2024,Apr,Yes,No,No,Secure,False,3
R0372,Female,35-49,3,Central Highlands,North Valley,District C,2024-01-21,2024,Jan,No,No,No,Insecure,False,1
R0373,Female,18-24,9,Central Highlands,South Ridge,District B,2024-01-21,2024,Jan,Yes,Yes,No,Insecure,False,1
R0374,Female,25-34,8,Central Highlands,East Plains,District B,2024-01-29,2024,Jan,Yes,Yes,No,Secure,False,2
R0375,Male,35-49,5,Central Highlands,East Plains,District A,2024-04-10,2024,Apr,No,No,Yes,Insecure,True,0
R0376,Female,35-49,8,Central Highlands,East Plains,District C,2024-01-06,2024,Jan,Yes,No,Yes,Secure,False,3
R0377,Male,25-34,10,Central Highlands,North Valley,District C,2024-03-02,2024,Mar,No,No,No,Secure,True,0
R0378,Female,18-24,8,Central Highlands,South Ridge,District A,2024-03-11,2024,Mar,No,No,No,Insecure,True,0
R0379,Female,18-24,3,Central Highlands,South Ridge,District A,2024-03-23,2024,Mar,Yes,Yes,Yes,Secure,False,2
R0380,Male,18-24,10,Central Highlands,East Plains,District C,2024-01-12,2024,Jan,No,No,Yes,Insecure,False,3
R0381,Female,18-24,6,Central Highlands,East Plains,District A,2024-04-20,2024,Apr,No,Yes,No,Secure,False,2
R0382,Female,50+,7,Central Highlands,East Plains,District B,2024-02-14,2024,Feb,No,No,No,Secure,False,1
R0383,Male,25-34,8,Central Highlands,North Valley,District B,2024-04-24,2024,Apr,Yes,Yes,No,Secure,False,1
R0384,Female,18-24,7,Central Highlands,South Ridge,District C,2024-01-12,2024,Jan,No,No,No,Secure,False,2
R0385,Female,35-49,5,Central Highlands,East Plains,District A,2024-04-19,2024,Apr,Yes,Yes,Yes,Insecure,False,3
R0386,Female,35-49,6,Central Highlands,North Valley,District B,2024-02-22,2024,Feb,Yes,Yes,Yes,Secure,False,1
R0387,Female,18-24,7,Central Highlands,South Ridge,District C,2024-02-01,2024,Feb,Yes,No,No,Insecure,False,1
R0388,Female,18-24,1,Central Highlands,East Plains,District B,2024-02-19,2024,Feb,Yes,Yes,Yes,Secure,False,2
R0389,Male,18-24,6,Central Highlands,South Ridge,District C,2024-02-01,2024,Feb,Yes,No,Yes,Insecure,False,2
R0390,Male,25-34,1,Central Highlands,East Plains,District B,2024-03-20,2024,Mar,No,Yes,Yes,Secure,False,3
R0391,Male,18-24,2,Central Highlands,East Plains,District C,2024-03-25,2024,Mar,Yes,Yes,Yes,Insecure,False,2
R0392,Male,35-49,7,Central Highlands,East Plains,District B,2024-03-29,2024,Mar,Yes,Yes,No,Insecure,False,1
R0393,Female,18-24,3,Central Highlands,South Ridge,District B,2024-03-20,2024,Mar,No,Yes,No,Secure,True,0
R0394,Female,25-34,1,Central Highlands,East Plains,District B,2024-04-01,2024,Apr,No,Yes,Yes,Secure,False,3
R0395,Male,25-34,4,Central Highlands,South Ridge,District A,2024-01-06,2024,Jan,No,No,No,Secure,True,0
R0396,Female,35-49,9,Central Highlands,North Valley,District B,2024-04-12,2024,Apr,Yes,No,No,Secure,False,2
R0397,Female,18-24,10,Central Highlands,East Plains,District A,2024-01-19,2024,Jan,No,Yes,Yes,Secure,False,2
R0398,Female,18-24,1,Central Highlands,North Valley,District C,2024-03-22,2024,Mar,No,Yes,No,Secure,True,0
R0399,Male,25-34,3,Central Highlands,North Valley,District A,2024-02-02,2024,Feb,Yes,No,No,Insecure,False,3
R0400,Male,35-49,6,Central Highlands,North Valley,District C,2024-02-05,2024,Feb,Yes,No,No,Secure,False,3
R0401,Male,18-24,1,Central Highlands,South Ridge,District A,2024-01-06,2024,Jan,No,Yes,Yes,Secure,True,0
R0402,Male,25-34,7,Central Highlands,East Plains,District B,2024-01-08,2024,Jan,Yes,No,No,Secure,False,2
R0403,Male,35-49,4,Central Highlands,East Plains,District A,2024-01-08,2024,Jan,Yes,No,Yes,Insecure,True,0
R0404,Male,35-49,3,Central Highlands,North Valley,District B,2024-02-07,2024,Feb,Yes,Yes,No,Insecure,False,2
R0405,Male,18-24,3,Central Highlands,East Plains,District A,2024-02-16,2024,Feb,No,No,Yes,Insecure,True,0
R0406,Female,35-49,5,Central Highlands,North Valley,District A,2024-02-17,2024,Feb,Yes,No,No,Insecure,False,2
R0407,Male,18-24,8,Central Highlands,South Ridge,District C,2024-01-01,2024,Jan,No,No,Yes,Secure,True,0
R0408,Female,50+,4,Central Highlands,South Ridge,District C,2024-03-10,2024,Mar,Yes,No,No,Secure,True,0
R0409,Male,25-34,1,Central Highlands,East Plains,District C,2024-03-13,2024,Mar,No,Yes,Yes,Secure,True,0
R0410,Female,18-24,8,Central Highlands,South Ridge,District B,2024-01-30,2024,Jan,No,Yes,No,Insecure,True,0
R0411,Female,50+,7,Central Highlands,East Plains,District A,2024-01-16,2024,Jan,Yes,No,No,Insecure,True,0
R0412,Male,18-24,6,Central Highlands,East Plains,District A,2024-01-07,2024,Jan,Yes,No,No,Insecure,False,1
R0413,Female,35-49,5,Central Highlands,North Valley,District A,2024-03-23,2024,Mar,Yes,Yes,No,Insecure,False,1
R0414,Male,25-34,2,Central Highlands,South Ridge,District B,2024-02-13,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0415,Female,18-24,7,Central Highlands,North Valley,District C,2024-04-01,2024,Apr,No,Yes,No,Insecure,False,1
R0416,Male,50+,9,Central Highlands,South Ridge,District A,2024-04-11,2024,Apr,Yes,Yes,No,Secure,False,1
R0417,Male,25-34,10,Central Highlands,South Ridge,District B,2024-04-26,2024,Apr,No,No,No,Secure,True,0
R0418,Female,25-34,7,Central Highlands,South Ridge,District C,2024-03-08,2024,Mar,No,Yes,Yes,Insecure,True,0
R0419,Female,35-49,3,Central Highlands,East Plains,District C,2024-02-20,2024,Feb,Yes,No,No,Insecure,False,2
R0420,Female,25-34,9,Central Highlands,East Plains,District C,2024-01-25,2024,Jan,Yes,No,Yes,Insecure,False,3
R0421,Male,35-49,3,Central Highlands,South Ridge,District C,2024-01-23,2024,Jan,Yes,No,No,Insecure,False,3
R0422,Male,50+,4,Central Highlands,North Valley,District A,2024-04-14,2024,Apr,Yes,Yes,No,Secure,False,2
R0423,Male,50+,8,Central Highlands,South Ridge,District A,2024-03-22,2024,Mar,No,No,No,Insecure,False,1
R0424,Male,18-24,3,Central Highlands,North Valley,District C,2024-04-12,2024,Apr,Yes,Yes,Yes,Insecure,False,2
R0425,Male,18-24,7,Central Highlands,South Ridge,District A,2024-01-25,2024,Jan,Yes,Yes,No,Insecure,True,0
R0426,Male,18-24,6,Central Highlands,South Ridge,District A,2024-04-07,2024,Apr,Yes,Yes,No,Insecure,True,0
R0427,Female,25-34,4,Central Highlands,South Ridge,District A,2024-02-27,2024,Feb,Yes,Yes,No,Insecure,True,0
R0428,Male,35-49,5,Central Highlands,South Ridge,District A,2024-02-11,2024,Feb,Yes,Yes,Yes,Secure,False,1
R0429,Male,18-24,10,Central Highlands,East Plains,District C,2024-04-04,2024,Apr,Yes,No,No,Insecure,True,0
R0430,Female,25-34,9,Central Highlands,East Plains,District B,2024-03-18,2024,Mar,Yes,Yes,No,Insecure,False,3
R0431,Male,35-49,10,Central Highlands,North Valley,District C,2024-01-24,2024,Jan,No,Yes,Yes,Insecure,True,0
R0432,Male,35-49,5,Central Highlands,North Valley,District C,2024-02-13,2024,Feb,Yes,No,Yes,Secure,True,0
R0433,Male,50+,10,Central Highlands,North Valley,District B,2024-04-29,2024,Apr,No,Yes,No,Secure,False,1
R0434,Male,18-24,4,Central Highlands,South Ridge,District A,2024-04-05,2024,Apr,Yes,No,No,Insecure,False,3
R0435,Male,50+,4,Central Highlands,North Valley,District C,2024-04-29,2024,Apr,Yes,Yes,No,Insecure,False,2
R0436,Female,18-24,5,Central Highlands,East Plains,District C,2024-01-13,2024,Jan,Yes,No,Yes,Insecure,True,0
R0437,Female,50+,5,Central Highlands,South Ridge,District C,2024-02-25,2024,Feb,No,Yes,No,Insecure,False,2
R0438,Female,18-24,7,Central Highlands,South Ridge,District B,2024-03-02,2024,Mar,Yes,No,Yes,Secure,False,3
R0439,Female,50+,6,Central Highlands,East Plains,District B,2024-02-23,2024,Feb,Yes,Yes,Yes,Insecure,False,1
R0440,Female,25-34,8,Central Highlands,South Ridge,District A,2024-04-29,2024,Apr,No,No,No,Insecure,True,0
R0441,Male,18-24,5,Central Highlands,East Plains,District C,2024-02-14,2024,Feb,Yes,Yes,Yes,Secure,True,0
R0442,Male,18-24,7,Central Highlands,North Valley,District C,2024-03-05,2024,Mar,Yes,No,Yes,Insecure,False,2
R0443,Female,50+,3,Central Highlands,North Valley,District A,2024-02-19,2024,Feb,No,Yes,Yes,Secure,False,1
R0444,Male,18-24,2,Central Highlands,East Plains,District C,2024-03-09,2024,Mar,Yes,Yes,No,Insecure,True,0
R0445,Male,50+,5,Central Highlands,East Plains,District B,2024-01-13,2024,Jan,Yes,No,No,Secure,False,1
R0446,Male,50+,1,Central Highlands,South Ridge,District B,2024-03-11,2024,Mar,No,No,No,Insecure,False,3
R0447,Male,35-49,1,Central Highlands,North Valley,District A,2024-01-11,2024,Jan,No,Yes,No,Insecure,False,2
R0448,Female,50+,3,Central Highlands,East Plains,District B,2024-01-22,2024,Jan,Yes,No,Yes,Secure,False,3
R0449,Female,18-24,1,Central Highlands,East Plains,District A,2024-03-24,2024,Mar,Yes,No,Yes,Insecure,True,0
R0450,Female,35-49,5,Central Highlands,North Valley,District A,2024-04-24,2024,Apr,No,Yes,No,Insecure,True,0
R0451,Male,50+,1,Central Highlands,East Plains,District C,2024-03-29,2024,Mar,Yes,Yes,No,Insecure,True,0
R0452,Male,35-49,4,Central Highlands,North Valley,District A,2024-01-14,2024,Jan,No,Yes,No,Secure,False,1
R0453,Female,50+,7,Central Highlands,South Ridge,District C,2024-04-18,2024,Apr,No,No,No,Secure,False,2
R0454,Female,18-24,9,Central Highlands,North Valley,District C,2024-01-22,2024,Jan,Yes,Yes,Yes,Insecure,False,1
R0455,Female,35-49,6,Central Highlands,South Ridge,District A,2024-01-30,2024,Jan,Yes,No,No,Secure,False,3
R0456,Female,35-49,1,Central Highlands,South Ridge,District A,2024-01-07,2024,Jan,Yes,No,No,Insecure,False,2
R0457,Female,50+,10,Central Highlands,East Plains,District A,2024-04-02,2024,Apr,No,Yes,No,Secure,True,0
R0458,Female,25-34,1,Central Highlands,North Valley,District A,2024-03-19,2024,Mar,Yes,No,Yes,Secure,False,1
R0459,Female,50+,3,Central Highlands,South Ridge,District A,2024-02-07,2024,Feb,No,Yes,No,Secure,False,1
R0460,Male,18-24,7,Central Highlands,North Valley,District B,2024-04-01,2024,Apr,No,Yes,No,Secure,True,0
R0461,Female,50+,10,Central Highlands,North Valley,District C,2024-01-24,2024,Jan,Yes,No,Yes,Insecure,True,0
R0462,Male,35-49,8,Central Highlands,North Valley,District A,2024-03-22,2024,Mar,No,Yes,No,Insecure,True,0
R0463,Female,35-49,1,Central Highlands,South Ridge,District C,2024-03-29,2024,Mar,No,Yes,No,Insecure,True,0
R0464,Female,50+,2,Central Highlands,North Valley,District B,2024-02-08,2024,Feb,Yes,Yes,No,Insecure,False,3
R0465,Male,35-49,3,Central Highlands,South Ridge,District C,2024-01-11,2024,Jan,No,No,Yes,Secure,False,3
R0466,Male,25-34,6,Central Highlands,East Plains,District B,2024-03-20,2024,Mar,No,Yes,No,Secure,False,2
